Source Row,Position Name,Facility,Department,Work Category,Specialty,Job Name,Source HR Department,Source Unit,Source Sub Unit,Source Staff Category,Source Work Speciality,Review Required,Review Reason,Work Category Confidence
4324,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,CICU,No,,High
4325,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,Paediatric Intensive Care,No,,High
4326,AJH - Nursing - Inpatient - PICU - PICU-Senior Staff Nurse-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Senior Staff Nurse,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,CICU,No,,High
4327,AJH - Nursing - Inpatient - PICU - PICU-Senior Staff Nurse-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Senior Staff Nurse,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,Paediatric Intensive Care,No,,High
4328,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 3-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 3,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,Subspecialty Ward 3,No,,High
4329,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 3-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 3,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,Paediatric Intensive Care,No,,High
4330,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,Paediatric Intensive Care,No,,High
4331,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,Paediatric Intensive Care,No,,High
4332,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,Paediatric Intensive Care,No,,High
4333,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,Paediatric Intensive Care,No,,High
4334,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,Paediatric Intensive Care,No,,High
4335,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 3-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 3,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,Paediatric Intensive Care,No,,High
4336,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,Paediatric Intensive Care,No,,High
4337,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,Paediatric Intensive Care,No,,High
4338,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 3-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 3,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,Paediatric Intensive Care,No,,High
4339,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,,No,,High
4340,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,,No,,High
4341,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,,No,,High
4342,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,,No,,High
4343,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,,No,,High
4344,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,,No,,High
4345,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,,No,,High
4346,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,,No,,High
4347,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,,No,,High
4348,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,,No,,High
4349,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,,No,,High
4350,AJH - Nursing - Inpatient - PICU - PICU-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,PICU,Nursing,Pediatrics,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - PICU Unit,AJH - Nursing - Inpatient - PICU - Pediatric Intensive Care,Nursing,,No,,High
4351,AJH - Nursing - Inpatient - Surgical - General Surgery Ward5-Staff Nurse 3-001,Al Jalila Children's Specialty Hospital,Ward 5,Nursing,General Surgery,Staff Nurse 3,AJH - Nursing Department,AJH - Nursing - Inpatient - Surgical - General Surgery Unit,AJH - Nursing - Inpatient - Surgical - General Surgery Ward5,Nursing,,No,,High
4352,AJH - Nursing - Inpatient - Surgical - General Surgery Ward5-Staff Nurse 3-001,Al Jalila Children's Specialty Hospital,Ward 5,Nursing,General Surgery,Staff Nurse 3,AJH - Nursing Department,AJH - Nursing - Inpatient - Surgical - General Surgery Unit,AJH - Nursing - Inpatient - Surgical - General Surgery Ward5,Nursing,,No,,High
4353,AJH - Nursing - Inpatient - Surgical - General Surgery Ward5-Staff Nurse 3-001,Al Jalila Children's Specialty Hospital,Ward 5,Nursing,General Surgery,Staff Nurse 3,AJH - Nursing Department,AJH - Nursing - Inpatient - Surgical - General Surgery Unit,AJH - Nursing - Inpatient - Surgical - General Surgery Ward5,Nursing,,No,,High
4354,AJH - Nursing - Inpatient - Surgical - General Surgery Ward5-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,Ward 5,Nursing,General Surgery,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - Surgical - General Surgery Unit,AJH - Nursing - Inpatient - Surgical - General Surgery Ward5,Nursing,,No,,High
4355,AJH - Nursing - Inpatient - Surgical - General Surgery Ward5-Staff Nurse 3-001,Al Jalila Children's Specialty Hospital,Ward 5,Nursing,General Surgery,Staff Nurse 3,AJH - Nursing Department,AJH - Nursing - Inpatient - Surgical - General Surgery Unit,AJH - Nursing - Inpatient - Surgical - General Surgery Ward5,Nursing,,No,,High
4356,AJH - Nursing - Inpatient - Surgical - General Surgery Ward5-Assistant Nurse-001,Al Jalila Children's Specialty Hospital,Ward 5,Nursing,General Surgery,Assistant Nurse,AJH - Nursing Department,AJH - Nursing - Inpatient - Surgical - General Surgery Unit,AJH - Nursing - Inpatient - Surgical - General Surgery Ward5,Nursing,,No,,High
4357,AJH - Nursing - Inpatient - Surgical - General Surgery Ward5-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,Ward 5,Nursing,General Surgery,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - Surgical - General Surgery Unit,AJH - Nursing - Inpatient - Surgical - General Surgery Ward5,Nursing,,No,,High
4358,AJH - Nursing - Inpatient - Surgical - General Surgery Ward5-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,Ward 5,Nursing,General Surgery,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - Surgical - General Surgery Unit,AJH - Nursing - Inpatient - Surgical - General Surgery Ward5,Nursing,,No,,High
4359,AJH - Nursing - Inpatient - Surgical - General Surgery Ward5-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,Ward 5,Nursing,General Surgery,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - Surgical - General Surgery Unit,AJH - Nursing - Inpatient - Surgical - General Surgery Ward5,Nursing,,No,,High
4360,AJH - Nursing - Inpatient - Surgical - General Surgery Ward5-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,Ward 5,Nursing,General Surgery,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - Surgical - General Surgery Unit,AJH - Nursing - Inpatient - Surgical - General Surgery Ward5,Nursing,,No,,High
4361,AJH - Nursing - Inpatient - Surgical - General Surgery Ward5-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,Ward 5,Nursing,General Surgery,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - Surgical - General Surgery Unit,AJH - Nursing - Inpatient - Surgical - General Surgery Ward5,Nursing,,No,,High
4362,AJH - Nursing - Inpatient - Surgical - General Surgery Ward5-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,Ward 5,Nursing,General Surgery,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - Surgical - General Surgery Unit,AJH - Nursing - Inpatient - Surgical - General Surgery Ward5,Nursing,,No,,High
4363,AJH - Nursing - Inpatient - Surgical - General Surgery Ward5-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,Ward 5,Nursing,General Surgery,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - Surgical - General Surgery Unit,AJH - Nursing - Inpatient - Surgical - General Surgery Ward5,Nursing,,No,,High
4364,AJH - Nursing - Inpatient - Surgical - General Surgery Ward5-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,Ward 5,Nursing,General Surgery,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - Surgical - General Surgery Unit,AJH - Nursing - Inpatient - Surgical - General Surgery Ward5,Nursing,,No,,High
4365,AJH - Nursing - Inpatient - Surgical - General Surgery Ward5-Charge Nurse-001,Al Jalila Children's Specialty Hospital,Ward 5,Nursing,General Surgery,Charge Nurse,AJH - Nursing Department,AJH - Nursing - Inpatient - Surgical - General Surgery Unit,AJH - Nursing - Inpatient - Surgical - General Surgery Ward5,Nursing,Emergency Medicine,No,,High
4366,AJH - Nursing - Inpatient - Surgical - General Surgery Ward5-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,Ward 5,Nursing,General Surgery,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - Surgical - General Surgery Unit,AJH - Nursing - Inpatient - Surgical - General Surgery Ward5,Nursing,Paediatric Intensive Care,No,,High
4367,AJH - Nursing - Inpatient - Surgical - General Surgery Ward5-Staff Nurse 3-001,Al Jalila Children's Specialty Hospital,Ward 5,Nursing,General Surgery,Staff Nurse 3,AJH - Nursing Department,AJH - Nursing - Inpatient - Surgical - General Surgery Unit,AJH - Nursing - Inpatient - Surgical - General Surgery Ward5,Nursing,Subspecialty Ward 3,No,,High
4368,AJH - Nursing - Inpatient - Surgical - General Surgery Ward5-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,Ward 5,Nursing,General Surgery,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - Surgical - General Surgery Unit,AJH - Nursing - Inpatient - Surgical - General Surgery Ward5,Nursing,Subspecialty Ward,No,,High
4369,AJH - Nursing - Inpatient - Surgical - General Surgery Ward5-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,Ward 5,Nursing,General Surgery,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - Surgical - General Surgery Unit,AJH - Nursing - Inpatient - Surgical - General Surgery Ward5,Nursing,,No,,High
4370,AJH - Nursing - Inpatient - Surgical - General Surgery Ward5-Staff Nurse 2-001,Al Jalila Children's Specialty Hospital,Ward 5,Nursing,General Surgery,Staff Nurse 2,AJH - Nursing Department,AJH - Nursing - Inpatient - Surgical - General Surgery Unit,AJH - Nursing - Inpatient - Surgical - General Surgery Ward5,Nursing,,No,,High
4371,AJH - Nursing - Nursing Admin - Case Management Unit-Senior Staff Nurse-001,Al Jalila Children's Specialty Hospital,Case Management,Nursing,Oncology,Senior Staff Nurse,AJH - Nursing Department,AJH - Nursing - Nursing Admin - Case Management Unit,,Nursing,Hemo/Oncology,No,,High
4372,AJH - Nursing - Nursing Admin - Case Management Unit-Charge Nurse-001,Al Jalila Children's Specialty Hospital,Case Management,Nursing,,Charge Nurse,AJH - Nursing Department,AJH - Nursing - Nursing Admin - Case Management Unit,,Nursing,Subspecialty Ward 2,No,,High
4373,AJH - Nursing - Nursing Admin - Management - AHNS-Charge Nurse-001,Al Jalila Children's Specialty Hospital,AHNS,Nursing,Emergency,Charge Nurse,AJH - Nursing Department,AJH - Nursing - Nursing Admin - Management Unit,AJH - Nursing - Nursing Admin - Management - AHNS,Nursing,Emergency Medicine,No,,High
4374,AJH - Nursing - Nursing Admin - Management - AHNS-Charge Nurse-001,Al Jalila Children's Specialty Hospital,AHNS,Nursing,Emergency,Charge Nurse,AJH - Nursing Department,AJH - Nursing - Nursing Admin - Management Unit,AJH - Nursing - Nursing Admin - Management - AHNS,Nursing,Emergency Medicine,No,,High
4375,AJH - Nursing - Nursing Admin - Management - AHNS-Nurse Manager-001,Al Jalila Children's Specialty Hospital,AHNS,Nursing,Cardiology,Nurse Manager,AJH - Nursing Department,AJH - Nursing - Nursing Admin - Management Unit,AJH - Nursing - Nursing Admin - Management - AHNS,Nursing,CICU,No,,High
4376,AJH - Nursing - Nursing Admin - Management - AHNS-Nurse Manager-001,Al Jalila Children's Specialty Hospital,AHNS,Nursing,,Nurse Manager,AJH - Nursing Department,AJH - Nursing - Nursing Admin - Management Unit,AJH - Nursing - Nursing Admin - Management - AHNS,Nursing,Nursing Office,No,,High
4377,AJH - Nursing - Nursing Admin - Management - AHNS-Senior Staff Nurse-001,Al Jalila Children's Specialty Hospital,AHNS,Nursing,,Senior Staff Nurse,AJH - Nursing Department,AJH - Nursing - Nursing Admin - Management Unit,AJH - Nursing - Nursing Admin - Management - AHNS,Nursing,OPD,No,,High
4378,AJH - Nursing - Nursing Admin - Management - AHNS-Nurse Manager-001,Al Jalila Children's Specialty Hospital,AHNS,Nursing,,Nurse Manager,AJH - Nursing Department,AJH - Nursing - Nursing Admin - Management Unit,AJH - Nursing - Nursing Admin - Management - AHNS,Nursing,Subspecialty Ward 3,No,,High
4379,AJH - Nursing - Nursing Admin - Management - AHNS-Senior Staff Nurse-001,Al Jalila Children's Specialty Hospital,AHNS,Nursing,Anesthesia,Senior Staff Nurse,AJH - Nursing Department,AJH - Nursing - Nursing Admin - Management Unit,AJH - Nursing - Nursing Admin - Management - AHNS,Nursing,Perioperative,No,,High
4380,AJH - Nursing - Nursing Admin - Management Unit-Asst. Nursing Director (N)-001,Al Jalila Children's Specialty Hospital,Management,Nursing,,Asst. Nursing Director (N),AJH - Nursing Department,AJH - Nursing - Nursing Admin - Management Unit,,Nursing,,No,,High
4381,AJH - Nursing - Nursing Admin - Management Unit-Nurse Supervisor (N)-001,Al Jalila Children's Specialty Hospital,Management,Nursing,,Nurse Supervisor (N),AJH - Nursing Department,AJH - Nursing - Nursing Admin - Management Unit,,Nursing,,No,,High
4382,AJH - Nursing - Nursing Admin - Management Unit-Nurse Manager-001,Al Jalila Children's Specialty Hospital,Management,Nursing,Neonatology,Nurse Manager,AJH - Nursing Department,AJH - Nursing - Nursing Admin - Management Unit,,Nursing,NICU,No,,High
4383,AJH - Nursing - Nursing Admin - Management Unit-Nurse Manager-001,Al Jalila Children's Specialty Hospital,Management,Nursing,Cardiology,Nurse Manager,AJH - Nursing Department,AJH - Nursing - Nursing Admin - Management Unit,,Nursing,CICU,No,,High
4384,AJH - Nursing - Nursing Admin - Management Unit-House Supervisor-001,Al Jalila Children's Specialty Hospital,Management,Nursing,,House Supervisor,AJH - Nursing Department,AJH - Nursing - Nursing Admin - Management Unit,,Nursing,Nursing Office,No,,High
4385,AJH - Nursing - Nursing Admin - Management Unit-Nursing Director-001,Al Jalila Children's Specialty Hospital,Management,Nursing,Anesthesia,Nursing Director,AJH - Nursing Department,AJH - Nursing - Nursing Admin - Management Unit,,Nursing,Perioperative,No,,High
4386,AJH - Nursing - Nursing Specialty - Infection Control Unit-Charge Nurse-001,Al Jalila Children's Specialty Hospital,Infection Control,Nursing,Infectious Diseases,Charge Nurse,AJH - Nursing Department,AJH - Nursing - Nursing Specialty - Infection Control Unit,,Nursing,Dialysis,No,,High
4387,AJH - Nursing - Nursing Specialty - Infection Control Unit-Staff Nurse 3-001,Al Jalila Children's Specialty Hospital,Infection Control,Nursing,Infectious Diseases,Staff Nurse 3,AJH - Nursing Department,AJH - Nursing - Nursing Specialty - Infection Control Unit,,Nursing,OPD,No,,High
4388,AJH - Nursing - OR & Procedural Area - Cathlab Unit-Staff Nurse 3-001,Al Jalila Children's Specialty Hospital,Cath Lab,Nursing,Cardiology,Staff Nurse 3,AJH - Nursing Department,AJH - Nursing - OR & Procedural Area - Cathlab Unit,,Nursing,Cath Lab,No,,High
